path	binary
roland.ext.sd.dt.multi.timbre.part17.keyRangeHigh	41DE00481210003018
roland.ext.sd.dt.multi.timbre.part17.keyFadeLow	41DE00481210003019
roland.ext.sd.dt.multi.timbre.part17.keyFadeHigh	41DE0048121000301a
roland.ext.sd.dt.multi.timbre.part17.muteSwitch	41DE0048121000301b
roland.ext.sd.dt.multi.timbre.part17.dry	41DE0048121000301c
roland.ext.sd.dt.multi.timbre.part17.chorus	41DE0048121000301d
roland.ext.sd.dt.multi.timbre.part17.reverb	41DE0048121000301e
roland.ext.sd.dt.multi.timbre.part17.outputAssign	41DE0048121000301f
roland.ext.sd.dt.multi.timbre.part17.mfxSlot	41DE00481210003020
roland.ext.sd.dt.multi.timbre.part17.decayTime	41DE00481210003021
roland.ext.sd.dt.multi.timbre.part17.vibratoRate	41DE00481210003022
roland.ext.sd.dt.multi.timbre.part17.vibratoDepth	41DE00481210003023
roland.ext.sd.dt.multi.timbre.part17.vibratoDelay	41DE00481210003024
roland.ext.sd.dt.multi.timbre.part17.modDepth	41DE00481210003025
roland.ext.sd.dt.multi.timbre.part17.patPitch	41DE00481210003026
roland.ext.sd.dt.multi.timbre.part17.patBrightness	41DE00481210003027
roland.ext.sd.dt.multi.timbre.part17.patAmplitude	41DE00481210003028
roland.ext.sd.dt.multi.timbre.part17.patPitchDepth	41DE00481210003029
roland.ext.sd.dt.multi.timbre.part17.patFilterDepth	41DE0048121000302a
roland.ext.sd.dt.multi.timbre.part17.patAmplitudeDepth	41DE0048121000302b
roland.ext.sd.dt.multi.timbre.part17.ccNumber	41DE0048121000302c
roland.ext.sd.dt.multi.timbre.part17.ccPitch	41DE0048121000302d
roland.ext.sd.dt.multi.timbre.part17.ccBrightness	41DE0048121000302e
roland.ext.sd.dt.multi.timbre.part17.ccAmplitude	41DE0048121000302f
roland.ext.sd.dt.multi.timbre.part17.ccPitchDepth	41DE00481210003030
roland.ext.sd.dt.multi.timbre.part17.ccFilterDepth	41DE00481210003031
roland.ext.sd.dt.multi.timbre.part17.ccAmplitudeDepth	41DE00481210003032
roland.ext.sd.dt.multi.timbre.part17.scaleTune0	41DE00481210003033
roland.ext.sd.dt.multi.timbre.part17.scaleTune1	41DE00481210003034
roland.ext.sd.dt.multi.timbre.part17.scaleTune2	41DE00481210003035
roland.ext.sd.dt.multi.timbre.part17.scaleTune3	41DE00481210003036
roland.ext.sd.dt.multi.timbre.part17.scaleTune4	41DE00481210003037
roland.ext.sd.dt.multi.timbre.part17.scaleTune5	41DE00481210003038
roland.ext.sd.dt.multi.timbre.part17.scaleTune6	41DE00481210003039
roland.ext.sd.dt.multi.timbre.part17.scaleTune7	41DE0048121000303a
roland.ext.sd.dt.multi.timbre.part17.scaleTune8	41DE0048121000303b
roland.ext.sd.dt.multi.timbre.part17.scaleTune9	41DE0048121000303c
roland.ext.sd.dt.multi.timbre.part17.scaleTune10	41DE0048121000303d
roland.ext.sd.dt.multi.timbre.part17.scaleTune11	41DE0048121000303e
roland.ext.sd.dt.multi.timbre.part17.sdGm2Set	41DE0048121000303f
roland.ext.sd.dt.multi.timbre.part18	41DE004812100031
roland.ext.sd.dt.multi.timbre.part18.rxCh	41DE00481210003100
roland.ext.sd.dt.multi.timbre.part18.rxSwitch	41DE00481210003101
roland.ext.sd.dt.multi.timbre.part18.unknown02	41DE00481210003102
roland.ext.sd.dt.multi.timbre.part18.rxPort	41DE00481210003103
roland.ext.sd.dt.multi.timbre.part18.bankMsb	41DE00481210003104
roland.ext.sd.dt.multi.timbre.part18.bankLsb	41DE00481210003105
roland.ext.sd.dt.multi.timbre.part18.program	41DE00481210003106
roland.ext.sd.dt.multi.timbre.part18.volume	41DE00481210003107
roland.ext.sd.dt.multi.timbre.part18.panpot	41DE00481210003108
roland.ext.sd.dt.multi.timbre.part18.coarseTune	41DE00481210003109
roland.ext.sd.dt.multi.timbre.part18.fineTune	41DE0048121000310a
roland.ext.sd.dt.multi.timbre.part18.monoPoly	41DE0048121000310b
roland.ext.sd.dt.multi.timbre.part18.legato	41DE0048121000310c
roland.ext.sd.dt.multi.timbre.part18.pitchRange	41DE0048121000310d
roland.ext.sd.dt.multi.timbre.part18.portamentoSw	41DE0048121000310e
roland.ext.sd.dt.multi.timbre.part18.portamento	41DE0048121000310f
roland.ext.sd.dt.multi.timbre.part18.portamentoSecondByte	41DE00481210003110
roland.ext.sd.dt.multi.timbre.part18.brightness	41DE00481210003111
roland.ext.sd.dt.multi.timbre.part18.resonance	41DE00481210003112
roland.ext.sd.dt.multi.timbre.part18.attackTime	41DE00481210003113
roland.ext.sd.dt.multi.timbre.part18.releaseTime	41DE00481210003114
roland.ext.sd.dt.multi.timbre.part18.octaveShift	41DE00481210003115
roland.ext.sd.dt.multi.timbre.part18.veloSensitivity	41DE00481210003116
roland.ext.sd.dt.multi.timbre.part18.keyRangeLow	41DE00481210003117
roland.ext.sd.dt.multi.timbre.part18.keyRangeHigh	41DE00481210003118
roland.ext.sd.dt.multi.timbre.part18.keyFadeLow	41DE00481210003119
roland.ext.sd.dt.multi.timbre.part18.keyFadeHigh	41DE0048121000311a
roland.ext.sd.dt.multi.timbre.part18.muteSwitch	41DE0048121000311b
roland.ext.sd.dt.multi.timbre.part18.dry	41DE0048121000311c
roland.ext.sd.dt.multi.timbre.part18.chorus	41DE0048121000311d
roland.ext.sd.dt.multi.timbre.part18.reverb	41DE0048121000311e
roland.ext.sd.dt.multi.timbre.part18.outputAssign	41DE0048121000311f
roland.ext.sd.dt.multi.timbre.part18.mfxSlot	41DE00481210003120
roland.ext.sd.dt.multi.timbre.part18.decayTime	41DE00481210003121
roland.ext.sd.dt.multi.timbre.part18.vibratoRate	41DE00481210003122
roland.ext.sd.dt.multi.timbre.part18.vibratoDepth	41DE00481210003123
roland.ext.sd.dt.multi.timbre.part18.vibratoDelay	41DE00481210003124
roland.ext.sd.dt.multi.timbre.part18.modDepth	41DE00481210003125
roland.ext.sd.dt.multi.timbre.part18.patPitch	41DE00481210003126
roland.ext.sd.dt.multi.timbre.part18.patBrightness	41DE00481210003127
roland.ext.sd.dt.multi.timbre.part18.patAmplitude	41DE00481210003128
roland.ext.sd.dt.multi.timbre.part18.patPitchDepth	41DE00481210003129
roland.ext.sd.dt.multi.timbre.part18.patFilterDepth	41DE0048121000312a
roland.ext.sd.dt.multi.timbre.part18.patAmplitudeDepth	41DE0048121000312b
roland.ext.sd.dt.multi.timbre.part18.ccNumber	41DE0048121000312c
roland.ext.sd.dt.multi.timbre.part18.ccPitch	41DE0048121000312d
roland.ext.sd.dt.multi.timbre.part18.ccBrightness	41DE0048121000312e
roland.ext.sd.dt.multi.timbre.part18.ccAmplitude	41DE0048121000312f
roland.ext.sd.dt.multi.timbre.part18.ccPitchDepth	41DE00481210003130
roland.ext.sd.dt.multi.timbre.part18.ccFilterDepth	41DE00481210003131
roland.ext.sd.dt.multi.timbre.part18.ccAmplitudeDepth	41DE00481210003132
roland.ext.sd.dt.multi.timbre.part18.scaleTune0	41DE00481210003133
roland.ext.sd.dt.multi.timbre.part18.scaleTune1	41DE00481210003134
roland.ext.sd.dt.multi.timbre.part18.scaleTune2	41DE00481210003135
roland.ext.sd.dt.multi.timbre.part18.scaleTune3	41DE00481210003136
roland.ext.sd.dt.multi.timbre.part18.scaleTune4	41DE00481210003137
roland.ext.sd.dt.multi.timbre.part18.scaleTune5	41DE00481210003138
roland.ext.sd.dt.multi.timbre.part18.scaleTune6	41DE00481210003139
roland.ext.sd.dt.multi.timbre.part18.scaleTune7	41DE0048121000313a
roland.ext.sd.dt.multi.timbre.part18.scaleTune8	41DE0048121000313b
roland.ext.sd.dt.multi.timbre.part18.scaleTune9	41DE0048121000313c
roland.ext.sd.dt.multi.timbre.part18.scaleTune10	41DE0048121000313d
roland.ext.sd.dt.multi.timbre.part18.scaleTune11	41DE0048121000313e
roland.ext.sd.dt.multi.timbre.part18.sdGm2Set	41DE0048121000313f
roland.ext.sd.dt.multi.timbre.part19	41DE004812100032
roland.ext.sd.dt.multi.timbre.part19.rxCh	41DE00481210003200
roland.ext.sd.dt.multi.timbre.part19.rxSwitch	41DE00481210003201
roland.ext.sd.dt.multi.timbre.part19.unknown02	41DE00481210003202
roland.ext.sd.dt.multi.timbre.part19.rxPort	41DE00481210003203
roland.ext.sd.dt.multi.timbre.part19.bankMsb	41DE00481210003204
roland.ext.sd.dt.multi.timbre.part19.bankLsb	41DE00481210003205
roland.ext.sd.dt.multi.timbre.part19.program	41DE00481210003206
roland.ext.sd.dt.multi.timbre.part19.volume	41DE00481210003207
roland.ext.sd.dt.multi.timbre.part19.panpot	41DE00481210003208
roland.ext.sd.dt.multi.timbre.part19.coarseTune	41DE00481210003209
roland.ext.sd.dt.multi.timbre.part19.fineTune	41DE0048121000320a
roland.ext.sd.dt.multi.timbre.part19.monoPoly	41DE0048121000320b
roland.ext.sd.dt.multi.timbre.part19.legato	41DE0048121000320c
roland.ext.sd.dt.multi.timbre.part19.pitchRange	41DE0048121000320d
roland.ext.sd.dt.multi.timbre.part19.portamentoSw	41DE0048121000320e
roland.ext.sd.dt.multi.timbre.part19.portamento	41DE0048121000320f
roland.ext.sd.dt.multi.timbre.part19.portamentoSecondByte	41DE00481210003210
roland.ext.sd.dt.multi.timbre.part19.brightness	41DE00481210003211
roland.ext.sd.dt.multi.timbre.part19.resonance	41DE00481210003212
roland.ext.sd.dt.multi.timbre.part19.attackTime	41DE00481210003213
roland.ext.sd.dt.multi.timbre.part19.releaseTime	41DE00481210003214
roland.ext.sd.dt.multi.timbre.part19.octaveShift	41DE00481210003215
roland.ext.sd.dt.multi.timbre.part19.veloSensitivity	41DE00481210003216
roland.ext.sd.dt.multi.timbre.part19.keyRangeLow	41DE00481210003217
roland.ext.sd.dt.multi.timbre.part19.keyRangeHigh	41DE00481210003218
roland.ext.sd.dt.multi.timbre.part19.keyFadeLow	41DE00481210003219
roland.ext.sd.dt.multi.timbre.part19.keyFadeHigh	41DE0048121000321a
roland.ext.sd.dt.multi.timbre.part19.muteSwitch	41DE0048121000321b
roland.ext.sd.dt.multi.timbre.part19.dry	41DE0048121000321c
roland.ext.sd.dt.multi.timbre.part19.chorus	41DE0048121000321d
roland.ext.sd.dt.multi.timbre.part19.reverb	41DE0048121000321e
roland.ext.sd.dt.multi.timbre.part19.outputAssign	41DE0048121000321f
roland.ext.sd.dt.multi.timbre.part19.mfxSlot	41DE00481210003220
roland.ext.sd.dt.multi.timbre.part19.decayTime	41DE00481210003221
roland.ext.sd.dt.multi.timbre.part19.vibratoRate	41DE00481210003222
roland.ext.sd.dt.multi.timbre.part19.vibratoDepth	41DE00481210003223
roland.ext.sd.dt.multi.timbre.part19.vibratoDelay	41DE00481210003224
roland.ext.sd.dt.multi.timbre.part19.modDepth	41DE00481210003225
roland.ext.sd.dt.multi.timbre.part19.patPitch	41DE00481210003226
roland.ext.sd.dt.multi.timbre.part19.patBrightness	41DE00481210003227
roland.ext.sd.dt.multi.timbre.part19.patAmplitude	41DE00481210003228
roland.ext.sd.dt.multi.timbre.part19.patPitchDepth	41DE00481210003229
roland.ext.sd.dt.multi.timbre.part19.patFilterDepth	41DE0048121000322a
roland.ext.sd.dt.multi.timbre.part19.patAmplitudeDepth	41DE0048121000322b
roland.ext.sd.dt.multi.timbre.part19.ccNumber	41DE0048121000322c
roland.ext.sd.dt.multi.timbre.part19.ccPitch	41DE0048121000322d
roland.ext.sd.dt.multi.timbre.part19.ccBrightness	41DE0048121000322e
roland.ext.sd.dt.multi.timbre.part19.ccAmplitude	41DE0048121000322f
roland.ext.sd.dt.multi.timbre.part19.ccPitchDepth	41DE00481210003230
roland.ext.sd.dt.multi.timbre.part19.ccFilterDepth	41DE00481210003231
roland.ext.sd.dt.multi.timbre.part19.ccAmplitudeDepth	41DE00481210003232
roland.ext.sd.dt.multi.timbre.part19.scaleTune0	41DE00481210003233
roland.ext.sd.dt.multi.timbre.part19.scaleTune1	41DE00481210003234
roland.ext.sd.dt.multi.timbre.part19.scaleTune2	41DE00481210003235
roland.ext.sd.dt.multi.timbre.part19.scaleTune3	41DE00481210003236
roland.ext.sd.dt.multi.timbre.part19.scaleTune4	41DE00481210003237
roland.ext.sd.dt.multi.timbre.part19.scaleTune5	41DE00481210003238
roland.ext.sd.dt.multi.timbre.part19.scaleTune6	41DE00481210003239
roland.ext.sd.dt.multi.timbre.part19.scaleTune7	41DE0048121000323a
roland.ext.sd.dt.multi.timbre.part19.scaleTune8	41DE0048121000323b
roland.ext.sd.dt.multi.timbre.part19.scaleTune9	41DE0048121000323c
roland.ext.sd.dt.multi.timbre.part19.scaleTune10	41DE0048121000323d
roland.ext.sd.dt.multi.timbre.part19.scaleTune11	41DE0048121000323e
roland.ext.sd.dt.multi.timbre.part19.sdGm2Set	41DE0048121000323f
roland.ext.sd.dt.multi.timbre.part20	41DE004812100033
roland.ext.sd.dt.multi.timbre.part20.rxCh	41DE00481210003300
roland.ext.sd.dt.multi.timbre.part20.rxSwitch	41DE00481210003301
roland.ext.sd.dt.multi.timbre.part20.unknown02	41DE00481210003302
roland.ext.sd.dt.multi.timbre.part20.rxPort	41DE00481210003303
roland.ext.sd.dt.multi.timbre.part20.bankMsb	41DE00481210003304
roland.ext.sd.dt.multi.timbre.part20.bankLsb	41DE00481210003305
roland.ext.sd.dt.multi.timbre.part20.program	41DE00481210003306
roland.ext.sd.dt.multi.timbre.part20.volume	41DE00481210003307
roland.ext.sd.dt.multi.timbre.part20.panpot	41DE00481210003308
roland.ext.sd.dt.multi.timbre.part20.coarseTune	41DE00481210003309
roland.ext.sd.dt.multi.timbre.part20.fineTune	41DE0048121000330a
roland.ext.sd.dt.multi.timbre.part20.monoPoly	41DE0048121000330b
roland.ext.sd.dt.multi.timbre.part20.legato	41DE0048121000330c
roland.ext.sd.dt.multi.timbre.part20.pitchRange	41DE0048121000330d
roland.ext.sd.dt.multi.timbre.part20.portamentoSw	41DE0048121000330e
roland.ext.sd.dt.multi.timbre.part20.portamento	41DE0048121000330f
roland.ext.sd.dt.multi.timbre.part20.portamentoSecondByte	41DE00481210003310
roland.ext.sd.dt.multi.timbre.part20.brightness	41DE00481210003311
roland.ext.sd.dt.multi.timbre.part20.resonance	41DE00481210003312
roland.ext.sd.dt.multi.timbre.part20.attackTime	41DE00481210003313
roland.ext.sd.dt.multi.timbre.part20.releaseTime	41DE00481210003314
roland.ext.sd.dt.multi.timbre.part20.octaveShift	41DE00481210003315
roland.ext.sd.dt.multi.timbre.part20.veloSensitivity	41DE00481210003316
roland.ext.sd.dt.multi.timbre.part20.keyRangeLow	41DE00481210003317
roland.ext.sd.dt.multi.timbre.part20.keyRangeHigh	41DE00481210003318
roland.ext.sd.dt.multi.timbre.part20.keyFadeLow	41DE00481210003319
roland.ext.sd.dt.multi.timbre.part20.keyFadeHigh	41DE0048121000331a
roland.ext.sd.dt.multi.timbre.part20.muteSwitch	41DE0048121000331b
roland.ext.sd.dt.multi.timbre.part20.dry	41DE0048121000331c
roland.ext.sd.dt.multi.timbre.part20.chorus	41DE0048121000331d
roland.ext.sd.dt.multi.timbre.part20.reverb	41DE0048121000331e
roland.ext.sd.dt.multi.timbre.part20.outputAssign	41DE0048121000331f
roland.ext.sd.dt.multi.timbre.part20.mfxSlot	41DE00481210003320
roland.ext.sd.dt.multi.timbre.part20.decayTime	41DE00481210003321
roland.ext.sd.dt.multi.timbre.part20.vibratoRate	41DE00481210003322
roland.ext.sd.dt.multi.timbre.part20.vibratoDepth	41DE00481210003323
roland.ext.sd.dt.multi.timbre.part20.vibratoDelay	41DE00481210003324
roland.ext.sd.dt.multi.timbre.part20.modDepth	41DE00481210003325
roland.ext.sd.dt.multi.timbre.part20.patPitch	41DE00481210003326
roland.ext.sd.dt.multi.timbre.part20.patBrightness	41DE00481210003327
roland.ext.sd.dt.multi.timbre.part20.patAmplitude	41DE00481210003328
roland.ext.sd.dt.multi.timbre.part20.patPitchDepth	41DE00481210003329
roland.ext.sd.dt.multi.timbre.part20.patFilterDepth	41DE0048121000332a
roland.ext.sd.dt.multi.timbre.part20.patAmplitudeDepth	41DE0048121000332b
roland.ext.sd.dt.multi.timbre.part20.ccNumber	41DE0048121000332c
roland.ext.sd.dt.multi.timbre.part20.ccPitch	41DE0048121000332d
roland.ext.sd.dt.multi.timbre.part20.ccBrightness	41DE0048121000332e
roland.ext.sd.dt.multi.timbre.part20.ccAmplitude	41DE0048121000332f
roland.ext.sd.dt.multi.timbre.part20.ccPitchDepth	41DE00481210003330
roland.ext.sd.dt.multi.timbre.part20.ccFilterDepth	41DE00481210003331
roland.ext.sd.dt.multi.timbre.part20.ccAmplitudeDepth	41DE00481210003332
roland.ext.sd.dt.multi.timbre.part20.scaleTune0	41DE00481210003333
roland.ext.sd.dt.multi.timbre.part20.scaleTune1	41DE00481210003334
roland.ext.sd.dt.multi.timbre.part20.scaleTune2	41DE00481210003335
roland.ext.sd.dt.multi.timbre.part20.scaleTune3	41DE00481210003336
roland.ext.sd.dt.multi.timbre.part20.scaleTune4	41DE00481210003337
roland.ext.sd.dt.multi.timbre.part20.scaleTune5	41DE00481210003338
roland.ext.sd.dt.multi.timbre.part20.scaleTune6	41DE00481210003339
roland.ext.sd.dt.multi.timbre.part20.scaleTune7	41DE0048121000333a
roland.ext.sd.dt.multi.timbre.part20.scaleTune8	41DE0048121000333b
roland.ext.sd.dt.multi.timbre.part20.scaleTune9	41DE0048121000333c
roland.ext.sd.dt.multi.timbre.part20.scaleTune10	41DE0048121000333d
roland.ext.sd.dt.multi.timbre.part20.scaleTune11	41DE0048121000333e
roland.ext.sd.dt.multi.timbre.part20.sdGm2Set	41DE0048121000333f
roland.ext.sd.dt.multi.timbre.part21	41DE004812100034
roland.ext.sd.dt.multi.timbre.part21.rxCh	41DE00481210003400
roland.ext.sd.dt.multi.timbre.part21.rxSwitch	41DE00481210003401
roland.ext.sd.dt.multi.timbre.part21.unknown02	41DE00481210003402
roland.ext.sd.dt.multi.timbre.part21.rxPort	41DE00481210003403
roland.ext.sd.dt.multi.timbre.part21.bankMsb	41DE00481210003404
roland.ext.sd.dt.multi.timbre.part21.bankLsb	41DE00481210003405
roland.ext.sd.dt.multi.timbre.part21.program	41DE00481210003406
roland.ext.sd.dt.multi.timbre.part21.volume	41DE00481210003407
roland.ext.sd.dt.multi.timbre.part21.panpot	41DE00481210003408
roland.ext.sd.dt.multi.timbre.part21.coarseTune	41DE00481210003409
roland.ext.sd.dt.multi.timbre.part21.fineTune	41DE0048121000340a
roland.ext.sd.dt.multi.timbre.part21.monoPoly	41DE0048121000340b
roland.ext.sd.dt.multi.timbre.part21.legato	41DE0048121000340c
roland.ext.sd.dt.multi.timbre.part21.pitchRange	41DE0048121000340d
roland.ext.sd.dt.multi.timbre.part21.portamentoSw	41DE0048121000340e
roland.ext.sd.dt.multi.timbre.part21.portamento	41DE0048121000340f
roland.ext.sd.dt.multi.timbre.part21.portamentoSecondByte	41DE00481210003410
roland.ext.sd.dt.multi.timbre.part21.brightness	41DE00481210003411
roland.ext.sd.dt.multi.timbre.part21.resonance	41DE00481210003412
roland.ext.sd.dt.multi.timbre.part21.attackTime	41DE00481210003413
roland.ext.sd.dt.multi.timbre.part21.releaseTime	41DE00481210003414
roland.ext.sd.dt.multi.timbre.part21.octaveShift	41DE00481210003415
roland.ext.sd.dt.multi.timbre.part21.veloSensitivity	41DE00481210003416
roland.ext.sd.dt.multi.timbre.part21.keyRangeLow	41DE00481210003417
roland.ext.sd.dt.multi.timbre.part21.keyRangeHigh	41DE00481210003418
roland.ext.sd.dt.multi.timbre.part21.keyFadeLow	41DE00481210003419
roland.ext.sd.dt.multi.timbre.part21.keyFadeHigh	41DE0048121000341a
roland.ext.sd.dt.multi.timbre.part21.muteSwitch	41DE0048121000341b
roland.ext.sd.dt.multi.timbre.part21.dry	41DE0048121000341c
roland.ext.sd.dt.multi.timbre.part21.chorus	41DE0048121000341d
roland.ext.sd.dt.multi.timbre.part21.reverb	41DE0048121000341e
roland.ext.sd.dt.multi.timbre.part21.outputAssign	41DE0048121000341f
roland.ext.sd.dt.multi.timbre.part21.mfxSlot	41DE00481210003420
roland.ext.sd.dt.multi.timbre.part21.decayTime	41DE00481210003421
roland.ext.sd.dt.multi.timbre.part21.vibratoRate	41DE00481210003422
roland.ext.sd.dt.multi.timbre.part21.vibratoDepth	41DE00481210003423
roland.ext.sd.dt.multi.timbre.part21.vibratoDelay	41DE00481210003424
roland.ext.sd.dt.multi.timbre.part21.modDepth	41DE00481210003425
roland.ext.sd.dt.multi.timbre.part21.patPitch	41DE00481210003426
roland.ext.sd.dt.multi.timbre.part21.patBrightness	41DE00481210003427
roland.ext.sd.dt.multi.timbre.part21.patAmplitude	41DE00481210003428
roland.ext.sd.dt.multi.timbre.part21.patPitchDepth	41DE00481210003429
roland.ext.sd.dt.multi.timbre.part21.patFilterDepth	41DE0048121000342a
roland.ext.sd.dt.multi.timbre.part21.patAmplitudeDepth	41DE0048121000342b
roland.ext.sd.dt.multi.timbre.part21.ccNumber	41DE0048121000342c
roland.ext.sd.dt.multi.timbre.part21.ccPitch	41DE0048121000342d
roland.ext.sd.dt.multi.timbre.part21.ccBrightness	41DE0048121000342e
roland.ext.sd.dt.multi.timbre.part21.ccAmplitude	41DE0048121000342f
roland.ext.sd.dt.multi.timbre.part21.ccPitchDepth	41DE00481210003430
roland.ext.sd.dt.multi.timbre.part21.ccFilterDepth	41DE00481210003431
roland.ext.sd.dt.multi.timbre.part21.ccAmplitudeDepth	41DE00481210003432
roland.ext.sd.dt.multi.timbre.part21.scaleTune0	41DE00481210003433
roland.ext.sd.dt.multi.timbre.part21.scaleTune1	41DE00481210003434
roland.ext.sd.dt.multi.timbre.part21.scaleTune2	41DE00481210003435
roland.ext.sd.dt.multi.timbre.part21.scaleTune3	41DE00481210003436
roland.ext.sd.dt.multi.timbre.part21.scaleTune4	41DE00481210003437
roland.ext.sd.dt.multi.timbre.part21.scaleTune5	41DE00481210003438
roland.ext.sd.dt.multi.timbre.part21.scaleTune6	41DE00481210003439
roland.ext.sd.dt.multi.timbre.part21.scaleTune7	41DE0048121000343a
roland.ext.sd.dt.multi.timbre.part21.scaleTune8	41DE0048121000343b
roland.ext.sd.dt.multi.timbre.part21.scaleTune9	41DE0048121000343c
roland.ext.sd.dt.multi.timbre.part21.scaleTune10	41DE0048121000343d
roland.ext.sd.dt.multi.timbre.part21.scaleTune11	41DE0048121000343e
roland.ext.sd.dt.multi.timbre.part21.sdGm2Set	41DE0048121000343f
roland.ext.sd.dt.multi.timbre.part22	41DE004812100035
roland.ext.sd.dt.multi.timbre.part22.rxCh	41DE00481210003500
roland.ext.sd.dt.multi.timbre.part22.rxSwitch	41DE00481210003501
roland.ext.sd.dt.multi.timbre.part22.unknown02	41DE00481210003502
roland.ext.sd.dt.multi.timbre.part22.rxPort	41DE00481210003503
roland.ext.sd.dt.multi.timbre.part22.bankMsb	41DE00481210003504
roland.ext.sd.dt.multi.timbre.part22.bankLsb	41DE00481210003505
roland.ext.sd.dt.multi.timbre.part22.program	41DE00481210003506
roland.ext.sd.dt.multi.timbre.part22.volume	41DE00481210003507
roland.ext.sd.dt.multi.timbre.part22.panpot	41DE00481210003508
roland.ext.sd.dt.multi.timbre.part22.coarseTune	41DE00481210003509
roland.ext.sd.dt.multi.timbre.part22.fineTune	41DE0048121000350a
roland.ext.sd.dt.multi.timbre.part22.monoPoly	41DE0048121000350b
roland.ext.sd.dt.multi.timbre.part22.legato	41DE0048121000350c
roland.ext.sd.dt.multi.timbre.part22.pitchRange	41DE0048121000350d
roland.ext.sd.dt.multi.timbre.part22.portamentoSw	41DE0048121000350e
roland.ext.sd.dt.multi.timbre.part22.portamento	41DE0048121000350f
roland.ext.sd.dt.multi.timbre.part22.portamentoSecondByte	41DE00481210003510
roland.ext.sd.dt.multi.timbre.part22.brightness	41DE00481210003511
roland.ext.sd.dt.multi.timbre.part22.resonance	41DE00481210003512
roland.ext.sd.dt.multi.timbre.part22.attackTime	41DE00481210003513
roland.ext.sd.dt.multi.timbre.part22.releaseTime	41DE00481210003514
roland.ext.sd.dt.multi.timbre.part22.octaveShift	41DE00481210003515
roland.ext.sd.dt.multi.timbre.part22.veloSensitivity	41DE00481210003516
roland.ext.sd.dt.multi.timbre.part22.keyRangeLow	41DE00481210003517
roland.ext.sd.dt.multi.timbre.part22.keyRangeHigh	41DE00481210003518
roland.ext.sd.dt.multi.timbre.part22.keyFadeLow	41DE00481210003519
roland.ext.sd.dt.multi.timbre.part22.keyFadeHigh	41DE0048121000351a
roland.ext.sd.dt.multi.timbre.part22.muteSwitch	41DE0048121000351b
roland.ext.sd.dt.multi.timbre.part22.dry	41DE0048121000351c
roland.ext.sd.dt.multi.timbre.part22.chorus	41DE0048121000351d
roland.ext.sd.dt.multi.timbre.part22.reverb	41DE0048121000351e
roland.ext.sd.dt.multi.timbre.part22.outputAssign	41DE0048121000351f
roland.ext.sd.dt.multi.timbre.part22.mfxSlot	41DE00481210003520
roland.ext.sd.dt.multi.timbre.part22.decayTime	41DE00481210003521
roland.ext.sd.dt.multi.timbre.part22.vibratoRate	41DE00481210003522
roland.ext.sd.dt.multi.timbre.part22.vibratoDepth	41DE00481210003523
roland.ext.sd.dt.multi.timbre.part22.vibratoDelay	41DE00481210003524
roland.ext.sd.dt.multi.timbre.part22.modDepth	41DE00481210003525
roland.ext.sd.dt.multi.timbre.part22.patPitch	41DE00481210003526
roland.ext.sd.dt.multi.timbre.part22.patBrightness	41DE00481210003527
roland.ext.sd.dt.multi.timbre.part22.patAmplitude	41DE00481210003528
roland.ext.sd.dt.multi.timbre.part22.patPitchDepth	41DE00481210003529
roland.ext.sd.dt.multi.timbre.part22.patFilterDepth	41DE0048121000352a
roland.ext.sd.dt.multi.timbre.part22.patAmplitudeDepth	41DE0048121000352b
roland.ext.sd.dt.multi.timbre.part22.ccNumber	41DE0048121000352c
roland.ext.sd.dt.multi.timbre.part22.ccPitch	41DE0048121000352d
roland.ext.sd.dt.multi.timbre.part22.ccBrightness	41DE0048121000352e
roland.ext.sd.dt.multi.timbre.part22.ccAmplitude	41DE0048121000352f
roland.ext.sd.dt.multi.timbre.part22.ccPitchDepth	41DE00481210003530
roland.ext.sd.dt.multi.timbre.part22.ccFilterDepth	41DE00481210003531
roland.ext.sd.dt.multi.timbre.part22.ccAmplitudeDepth	41DE00481210003532
roland.ext.sd.dt.multi.timbre.part22.scaleTune0	41DE00481210003533
roland.ext.sd.dt.multi.timbre.part22.scaleTune1	41DE00481210003534
roland.ext.sd.dt.multi.timbre.part22.scaleTune2	41DE00481210003535
roland.ext.sd.dt.multi.timbre.part22.scaleTune3	41DE00481210003536
roland.ext.sd.dt.multi.timbre.part22.scaleTune4	41DE00481210003537
roland.ext.sd.dt.multi.timbre.part22.scaleTune5	41DE00481210003538
roland.ext.sd.dt.multi.timbre.part22.scaleTune6	41DE00481210003539
roland.ext.sd.dt.multi.timbre.part22.scaleTune7	41DE0048121000353a
roland.ext.sd.dt.multi.timbre.part22.scaleTune8	41DE0048121000353b
roland.ext.sd.dt.multi.timbre.part22.scaleTune9	41DE0048121000353c
roland.ext.sd.dt.multi.timbre.part22.scaleTune10	41DE0048121000353d
roland.ext.sd.dt.multi.timbre.part22.scaleTune11	41DE0048121000353e
roland.ext.sd.dt.multi.timbre.part22.sdGm2Set	41DE0048121000353f
roland.ext.sd.dt.multi.timbre.part23	41DE004812100036
roland.ext.sd.dt.multi.timbre.part23.rxCh	41DE00481210003600
roland.ext.sd.dt.multi.timbre.part23.rxSwitch	41DE00481210003601
roland.ext.sd.dt.multi.timbre.part23.unknown02	41DE00481210003602
roland.ext.sd.dt.multi.timbre.part23.rxPort	41DE00481210003603
